"activity_id","case","activity_type","activity_status","model","model_status","interface","interface_status","reasoning","reasoning_status","model_parameters","model_parameters_status","generation_date","generation_date_status","session_id","session_id_status","prompt_or_input_path","prompt_or_input_sha256","response_path","response_sha256","output_artifact_path","output_artifact_sha256","artifact_origin","researcher_decision","automated_verification","evidence_path","evidence_sha256","notes"
"AI-SMOP-NONAI","SMOP","model_generation","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","CT07-PeakFreq-Validation/results/ct07/smop/smop_raw_score.json","a0f7046c7e5ba86e83bd88b77b8f85934123bf91846878c467d924663de7c646","deterministic_transpiler_baseline","SMOP 0.41 is kept outside the eight LLM candidates","Raw failure and recovery paths are assessed separately","CT07-PeakFreq-Validation/results/ct07/smop/environment_metadata.json","ddf13a67a29d4486f30a6a1c49e8d04bb7fd8d257334c0fd64e80adeec11748d","SMOP is not an AI model-generation session."
"AI-CT07-DEBUG","CT07","agent_assisted_debugging","confirmed","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","CT07-PeakFreq-Validation/results/ct07/llm-validation/experiment_record.md","189ea541a2f223751c737c26ed1cdf3cac7ae9fc0a0df33adbc5980b79ac79d2","candidate_derived_validation_work","Separate original generation normalized probe and validation runner; preserve independent mechanical and AE masks","Eight-runner MATLAB comparison and PNG validation","CT07-PeakFreq-Validation/results/ct07/llm-validation/experiment_record.md","189ea541a2f223751c737c26ed1cdf3cac7ae9fc0a0df33adbc5980b79ac79d2","Debugging activity is recorded but attributable model session fields are not_available."
"AI-SMOP-DEBUG","SMOP","agent_assisted_debugging","confirmed","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","CT07-PeakFreq-Validation/results/ct07/smop/smop_comparison_summary.json","aa511f6b05b05dbf851aebed3b56aa0c6b27bf8dfe02347b12522c6d7d27d2c7","human_in_the_loop_recovery","Keep script-fixed and CT07-scoped runtime-compatible paths distinct","Both recovery paths compared with the MATLAB CT07 oracle","CT07-PeakFreq-Validation/results/ct07/smop/运行问题与解决记录.md","095eabe82373b50cbec37e7a51bcada3f87fdc248d9762b12dd4891eed0d1b3b","Attributable debugging model session fields are not_available."
"AI-PEAK-L-DEBUG","Legacy Top-1","agent_assisted_debugging","confirmed","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","CT07-PeakFreq-Validation/results/peak-frequency/legacy-t01-three-language/legacy-regression-current/comparison_summary.json","8a0e2f9d71a48a6f4b248c75fb2ab52b6479a9807fa5ae1379438c2af0259eab","retained_final_implementations","Restrict the three-language Legacy claim to complete T01","Symmetric three-language comparison over 3098 rows","CT07-PeakFreq-Validation/results/peak-frequency/legacy-t01-three-language/legacy-regression-current/comparison_summary.json","8a0e2f9d71a48a6f4b248c75fb2ab52b6479a9807fa5ae1379438c2af0259eab","Implementation and debugging session provenance is not_available."
"AI-PEAK-A-DEBUG","Adaptive Top-3","agent_assisted_debugging","confirmed","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","CT07-PeakFreq-Validation/results/peak-frequency/adaptive-three-language/experiment_record.md","e2c258da34407bfbd2e47390fe2175e92f213d4982ab2c1222a8e51ca6ef3cd1","strict_distance_semantics_repair","Retain MATLAB findpeaks semantics as numerical reference","Synthetic regression then T01 and T01-T09 staged comparison","CT07-PeakFreq-Validation/results/peak-frequency/adaptive-three-language/experiment_record.md","e2c258da34407bfbd2e47390fe2175e92f213d4982ab2c1222a8e51ca6ef3cd1","Implementation and strict-distance repair session provenance is not_available."
"AI-SCI-DEBUG","Scientific interpretation","agent_assisted_debugging","confirmed","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","CT07-PeakFreq-Validation/results/scientific/Scientific Interpretation Report.md","3c6e9589b2695ed766bc28936626bc2c70e9d74001fb0dd1abe9ab4327688e53","deterministic_analysis_implementation","Keep mapping unresolved and Top-3 descriptive","Recalculation screen alignment and decision summaries","CT07-PeakFreq-Validation/results/scientific/Scientific Interpretation Report.md","3c6e9589b2695ed766bc28936626bc2c70e9d74001fb0dd1abe9ab4327688e53","Implementation and debugging session provenance is not_available."
"AI-DTA-DEBUG","DTA","agent_assisted_debugging","confirmed","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","MistrasDTAJulia/src/MistrasDTAJulia.jl","f7b6f4ace21386782c57c97b7fc59a1af37d3b84722f8a2c3583a96ed5c6fbc4","human_in_the_loop_final_reader","Use Python-source parsing route; retain MATLAB-source failure; final reader is not a minimal repair","Symmetric comparator mutation tests and 56 of 56 Julia tests","MistrasDTAJulia/experiments/experiment_evidence.toml","62236cdbfe32d79caa8bccafd5f356171400ee12e3b871c7be9f5e967b5be432","Separate final-reader authorship session is not_available."
"AI-WFS-DEBUG","WFS","agent_assisted_debugging","confirmed","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","MistrasWFSJulia/results/final_validation.md","b4d1370f5b260cb61dc6d49fdc8d82880bc424c260d4c8eb97c5e9707813ffb7","bounded_julia_reader","Keep one-fixture scope and explicit dialect exclusions","Full MATLAB matrix comparison and 26 of 26 tests","MistrasWFSJulia/results/final_validation.md","b4d1370f5b260cb61dc6d49fdc8d82880bc424c260d4c8eb97c5e9707813ffb7","Implementation and debugging session provenance is not_available."
"AI-R260-DEBUG","R260_2","agent_assisted_debugging","confirmed","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","R2602Analysis/results/analysis_report.md","8ccb91149def69ca13bc25f3c21c62c20521934d6c03b79d30f533fd144c176b","streaming_zip_xml_analysis","Keep raw-waveform grade unit and specimen-provenance limits explicit","Bounded rerun symmetric S3 checks and complete package manifest","R2602Analysis/PROVENANCE.md","55969a85f5ea5bdff67a268855c67b297ad56aebbcd6a934fc732d4cdb6fee2f","Implementation and debugging session provenance is not_available."
"AI-CT07-DECISION","CT07","researcher_decision","confirmed","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","CT07-PeakFreq-Validation/results/ct07/llm-validation/experiment_record.md","189ea541a2f223751c737c26ed1cdf3cac7ae9fc0a0df33adbc5980b79ac79d2","researcher_validation_contract","Use candidate-derived validation runner terminology and do not infer model ranking","Eight runners compared against one MATLAB oracle","CT07-PeakFreq-Validation/results/ct07/llm-validation/experiment_record.md","189ea541a2f223751c737c26ed1cdf3cac7ae9fc0a0df33adbc5980b79ac79d2","No model session applies to the research decision."
"AI-PEAK-A-DECISION","Adaptive Top-3","researcher_decision","confirmed","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","CT07-PeakFreq-Validation/results/peak-frequency/adaptive-three-language/experiment_record.md","e2c258da34407bfbd2e47390fe2175e92f213d4982ab2c1222a8e51ca6ef3cd1","researcher_algorithm_contract","Fix threshold hop Top-3 and MATLAB-reference semantics","Synthetic tests and nine-group comparator","CT07-PeakFreq-Validation/results/peak-frequency/adaptive-three-language/experiment_record.md","e2c258da34407bfbd2e47390fe2175e92f213d4982ab2c1222a8e51ca6ef3cd1","No model session applies to the research decision."
"AI-DTA-DECISION","DTA","researcher_decision","confirmed","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","MistrasDTAJulia/experiments/experiment_evidence.toml","62236cdbfe32d79caa8bccafd5f356171400ee12e3b871c7be9f5e967b5be432","researcher_source_selection","Select Python-source parsing route; retain MATLAB-source candidate failure; bound claim to public Python fixture","Final structured comparator and 56 of 56 Julia tests","MistrasDTAJulia/experiments/experiment_evidence.toml","62236cdbfe32d79caa8bccafd5f356171400ee12e3b871c7be9f5e967b5be432","No model session applies to the research decision."
"AI-CT07-VERIFY","CT07","automated_verification","confirmed","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","CT07-PeakFreq-Validation/results/ct07/llm-validation/comparison_summary.json","eae63d4e1759f6ae90d3025b68c85c3515b35dbd9b758fbeec28f1a3bba50d85","deterministic_comparison","Use symmetric missing and extra reporting against MATLAB oracle","Eight of eight runners; 1807 mechanical; 5850 AE; five PNGs each","CT07-PeakFreq-Validation/results/ct07/llm-validation/comparison_summary.json","eae63d4e1759f6ae90d3025b68c85c3515b35dbd9b758fbeec28f1a3bba50d85","No model session applies to deterministic verification."
"AI-SMOP-VERIFY","SMOP","automated_verification","confirmed","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","CT07-PeakFreq-Validation/results/ct07/smop/smop_comparison_summary.json","aa511f6b05b05dbf851aebed3b56aa0c6b27bf8dfe02347b12522c6d7d27d2c7","deterministic_comparison","Keep SMOP outside the eight LLM candidates","Two recovery paths compared against the MATLAB CT07 oracle","CT07-PeakFreq-Validation/results/ct07/smop/smop_comparison_summary.json","aa511f6b05b05dbf851aebed3b56aa0c6b27bf8dfe02347b12522c6d7d27d2c7","No model session applies to deterministic verification."
"AI-PEAK-L-VERIFY","Legacy Top-1","automated_verification","confirmed","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","CT07-PeakFreq-Validation/results/peak-frequency/legacy-t01-three-language/legacy-regression-current/comparison_summary.json","8a0e2f9d71a48a6f4b248c75fb2ab52b6479a9807fa5ae1379438c2af0259eab","deterministic_comparison","Restrict validation scope to complete T01","3098 MATLAB Python Julia rows compared symmetrically","CT07-PeakFreq-Validation/results/peak-frequency/legacy-t01-three-language/legacy-regression-current/comparison_summary.json","8a0e2f9d71a48a6f4b248c75fb2ab52b6479a9807fa5ae1379438c2af0259eab","No model session applies to deterministic verification."
"AI-PEAK-A-VERIFY","Adaptive Top-3","automated_verification","confirmed","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","CT07-PeakFreq-Validation/results/peak-frequency/adaptive-three-language/comparison_summary.json","48e3c9fec1ac7e9fbb1ac49b4c50ef938785b2bf10023b3ca77c0e3d48a9e7ff","deterministic_comparison","Separate Adaptive denominator from Legacy framing","377 files; 9472125 windows; 522216 events; 1566634 Top-3 rows","CT07-PeakFreq-Validation/results/peak-frequency/adaptive-three-language/comparison_summary.json","48e3c9fec1ac7e9fbb1ac49b4c50ef938785b2bf10023b3ca77c0e3d48a9e7ff","No model session applies to deterministic verification."
"AI-SCI-VERIFY","Scientific interpretation","automated_verification","confirmed","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","CT07-PeakFreq-Validation/results/scientific/Scientific Interpretation Report.md","3c6e9589b2695ed766bc28936626bc2c70e9d74001fb0dd1abe9ab4327688e53","deterministic_analysis_and_verification","Treat all nine mappings as unresolved and Top-3 as descriptive","Class-hidden morphology screen; 0 supported mappings; bounded Top-3 decision","CT07-PeakFreq-Validation/results/scientific/Scientific Interpretation Report.md","3c6e9589b2695ed766bc28936626bc2c70e9d74001fb0dd1abe9ab4327688e53","No model session applies to deterministic verification."
"AI-DTA-VERIFY","DTA","automated_verification","confirmed","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","MistrasDTAJulia/results/comparison_summary.toml","3e24dcebbe9e85dea6e2951ebbbbe9575f95a267181844485c287977bf67d94c","deterministic_comparison","Use the public Python fixture as the sole numerical oracle","8 hits; 8 waveforms; symmetric missing and extra; 56 of 56 tests","MistrasDTAJulia/results/comparison_summary.toml","3e24dcebbe9e85dea6e2951ebbbbe9575f95a267181844485c287977bf67d94c","No model session applies to deterministic verification."
"AI-WFS-VERIFY","WFS","automated_verification","confirmed","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","MistrasWFSJulia/results/comparison_summary.toml","20ef2afb94c09ce856bb1e446d9c223dcdec8a67ea0092b02e2b382b75c21673","deterministic_comparison","Bound result to one public fixture variant","Two channels; exact full matrix; 26 of 26 tests","MistrasWFSJulia/results/comparison_summary.toml","20ef2afb94c09ce856bb1e446d9c223dcdec8a67ea0092b02e2b382b75c21673","No model session applies to deterministic verification."
"AI-R260-VERIFY","R260_2","automated_verification","confirmed","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","R2602Analysis/evidence/final-rerun-20260729/rehearsal_summary.json","8944f7dd9342b15bc31367453b471bbf4fed6bde604432afc6b164ccc4256120","deterministic_rerun_and_verification","Keep analysis exploratory and hit-level only","3553 S3 pairs; zero missing extra or ordering mismatches; manifest pass","R2602Analysis/evidence/final-rerun-20260729/rehearsal_summary.json","8944f7dd9342b15bc31367453b471bbf4fed6bde604432afc6b164ccc4256120","No model session applies to deterministic verification."
"AI-REHEARSAL-DEBUG","Final clean rehearsal","agent_assisted_debugging","confirmed","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_available","not_applicable","not_applicable","not_available","not_available","CT07-PeakFreq-Validation/rehearsals/final-20260729/rehearsal_summary.json","b3e2f207c273418c0892aae1183678eedeed93861ee107acdd9d4533eb22b7f3","not_available","not_available","CT07-PeakFreq-Validation/rehearsals/final-20260729-r2/rehearsal_summary.json","e9ff3fb9acc19e3c2f2871df2869c319e15a69f04cb0ad7933c9a8c6aeeb9506","agent_assisted_harness_repair","Classify the first failure as an environment declaration failure and add missing Julia runtime dependencies plus clean-project preflight probes.","The second clean rehearsal completed 61 commands with zero nonzero exits.","CT07-PeakFreq-Validation/rehearsals/final-20260729/failure_classification.json","4305eba52b972065d2470c8822e0a81d00e9a5ee77e464cf34372ee2fc809062","No interactive debugging session ID was retained; it is not inferred."
"AI-REHEARSAL-VERIFY","Final clean rehearsal","automated_verification","confirmed","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","CT07-PeakFreq-Validation/rehearsals/final-20260729-r2/commands.jsonl","f3e0f2aff5a8ae816385876a2530b9aa2990bdcf27f88bea32eaf00480807ea7","not_applicable","not_applicable","CT07-PeakFreq-Validation/rehearsals/final-20260729-r2/rehearsal_summary.json","e9ff3fb9acc19e3c2f2871df2869c319e15a69f04cb0ad7933c9a8c6aeeb9506","deterministic_rehearsal_and_verification","Keep staging independent and reuse only the frozen Legacy MATLAB context and MAT metadata.","CT07 8/8; Legacy 3098; Adaptive 9472125/522216; Top-3 1566634; 413 plots; 0 supported and 9 unresolved; staged canonical and relocation verify pass.","CT07-PeakFreq-Validation/rehearsals/final-20260729-r2/manifests/rehearsal_evidence.sha256","7338870fb170db925d8c29288e398b237b20b328def5622a82f8c2185babd162","No model session applies to deterministic execution and verification."
